Ürün Adı,Fiyat,Kategori,Silindir Hacmi,Beygir Gücü (bg),Teknik Puan,Link
Kawasaki KLZ1000 (Versys),,Enduro,1043 cc,118 ,87.0,https://www.epey.com/motosiklet/kawasaki-klz1000-versys.html
Yamaha XT1200Z Super Tenere,,Adventure,1199 cc,112 ,87.0,https://www.epey.com/motosiklet/yamaha-xt1200z-super-tenere.html
Yamaha XT1200ZE Super Tenere,,Adventure,1199 cc,112 ,87.0,https://www.epey.com/motosiklet/yamaha-xt1200ze-super-tenere.html
Aprilia CAPONORD 1200,,Enduro,1197 cc,125 ,87.0,https://www.epey.com/motosiklet/aprilia-caponord-1200.html
Triumph Tiger Sport,,Adventure,1050 cc,125 ,87.0,https://www.epey.com/motosiklet/triumph-tiger-sport.html
BMW R 1200 RT Dynamic Package,,Touring,1170 cc,125 ,87.0,https://www.epey.com/motosiklet/bmw-r-1200-rt.html
BMW R 1200 RT Dynamic Package Quick Shifter,,Touring,1170 cc,125 ,87.0,https://www.epey.com/motosiklet/bmw-r-1200-rt-dynamic-package-quick-shifter.html
Yamaha MT-10,,Naked,998 cc,160.4 ,86.0,https://www.epey.com/motosiklet/yamaha-mt-10.html
BMW R Nine T Special Edition,,Naked,1170 cc,110 ,86.0,https://www.epey.com/motosiklet/bmw-r-nine-t-special-edition.html
Kawasaki ZX-6R 636 ABS,,Racing,636 cc,137.0 ,86.0,https://www.epey.com/motosiklet/kawasaki-zx-6r-636-abs.html
Suzuki Intruder VZR1800,,Chopper,1783 cc,125 ,86.0,https://www.epey.com/motosiklet/suzuki-intruder-vzr1800.html
Kawasaki Ninja H2 Carbon,,Racing,998 cc,205 ,86.0,https://www.epey.com/motosiklet/kawasaki-ninja-h2-carbon.html
Yamaha MT-09 Tracer,,Naked,847 cc,115 ,86.0,https://www.epey.com/motosiklet/yamaha-mt-09-tracer.html
Kawasaki Ninja ZX-10RR,,Racing,998 cc,200 ,85.0,https://www.epey.com/motosiklet/kawasaki-ninja-zx-10rr.html
BMW R 1200 GS Comfort Package Alum. Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-comfort-package-alum-wheels.html
BMW R 1200 GS Comfort Package Spoke Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-comfort-package-spoke-wheels.html
BMW R 1200 GS Touring Package Alum. Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-touring-package-alum-wheels.html
BMW R 1200 GS Touring Package Alum. Wheels Low Suspension,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-touring-package-alum-wheels-low-suspension.html
BMW R 1200 GS Touring Package Spoke Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-touring-package-spoke-wheels.html
BMW R 1200 GS Touring Package Spoke Wheels Low Suspension,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-touring-package-spoke-wheels-low-suspension.html
BMW R 1200 GS Dynamic Package Alum. Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-dynamic-package-alum-wheels.html
BMW R 1200 GS Dynamic Package Alum. Wheels Low Suspension,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-dynamic-package-alum-wheels-low-suspension.html
BMW R 1200 GS Dynamic Package Spoke Wheels,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-dynamic-package-spoke-wheels.html
BMW R 1200 GS Dynamic Package Spoke Wheels Low Suspension,,Adventure,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-dynamic-package-spoke-wheels-low-suspension.html
Kawasaki ZZR1400 Performance Sport,,Racing,1441 cc,200.0 ,85.0,https://www.epey.com/motosiklet/kawasaki-zzr1400-performance-sport.html
Kawasaki ZZR1400,,Racing,1441 cc,200.0 ,85.0,https://www.epey.com/motosiklet/kawasaki-zzr1400.html
Aprilia DORSODURO 1200,,Naked,1197 cc,130.0 ,85.0,https://www.epey.com/motosiklet/aprilia-dorsoduro-1200.html
Suzuki GSX 1250F ABS,,Sport,1255 cc,97.9 ,85.0,https://www.epey.com/motosiklet/suzuki-gsx-1250f-abs.html
Kawasaki Z800 Sugomi ABS,,Touring,806 cc,113 ,85.0,https://www.epey.com/motosiklet/kawasaki-z800-sugomi-abs.html
Kawasaki Z800 ABS,,Touring,806 cc,113 ,85.0,https://www.epey.com/motosiklet/kawasaki-z800-abs.html
Vespa GTS 250,,Scooter,244 cc,21.3 ,30.0,https://www.epey.com/motosiklet/vespa-gts-250.html
Yamaha X-City 250,,Scooter,249.8 cc,20.9 ,30.0,https://www.epey.com/motosiklet/yamaha-x-city-250.html
Yamaha X-MAX 250,,Scooter,249 cc,20.1 ,30.0,https://www.epey.com/motosiklet/yamaha-x-max-250.html
Yamaha X-MAX 250 Momodesign,,Scooter,249 cc,20.1 ,30.0,https://www.epey.com/motosiklet/yamaha-x-max-250-momodesign.html
Mondial 180 Z-ONE S,,Touring,179 cc,15.4 ,30.0,https://www.epey.com/motosiklet/mondial-180-z-one-s.html
Mondial RX3i Evo ABS/Euro4,,Enduro,250 cc,-,30.0,https://www.epey.com/motosiklet/mondial-rx3i-evo-abs-euro4.html
Asya Major 250,,Touring,223 cc,17.6 ,29.0,https://www.epey.com/motosiklet/asya-major-250.html
Yuki QM250T Maximum,,Scooter,249 cc,18.7 ,29.0,https://www.epey.com/motosiklet/yuki-qm250t-maximum.html
Kuba SUPERLIGHT 200,,Chopper,197 cc,12.7 ,29.0,https://www.epey.com/motosiklet/kuba-superlight-200.html
Aprilia RS4 125,,Racing,124.8 cc,15.6 ,29.0,https://www.epey.com/motosiklet/aprilia-rs4-125.html
KTM 125 DUKE ABS,,Naked,124.7 cc,15.0 ,28.0,https://www.epey.com/motosiklet/ktm-125-duke-abs.html
KTM 200 DUKE,,Naked,199.5 cc,26.0 ,28.0,https://www.epey.com/motosiklet/ktm-200-duke.html
RKS K-Light 202,,Chopper,197 cc,12.87 ,28.0,https://www.epey.com/motosiklet/rks-k-light-202.html
Kanuni GT 170,,Commuter,170 cc,12.0 ,28.0,https://www.epey.com/motosiklet/kanuni-gt-170.html
Hero Karizma,,Naked,223 cc,19.5 ,28.0,https://www.epey.com/motosiklet/hero-karizma.html
Lifan LF200-16C,,Touring,197 cc,15.0 ,28.0,https://www.epey.com/motosiklet/lifan-lf200-16c.html
KTM RC 200,,Sport,199.5 cc,26.0 ,28.0,https://www.epey.com/motosiklet/ktm-rc-200.html
Yuki YB250ZKT Optimus,,Scooter,249 cc,18.0 ,28.0,https://www.epey.com/motosiklet/yuki-yb250zkt-optimus.html
Bajaj Pulsar NS 150,,Naked,149.5 cc,17 ,28.0,https://www.epey.com/motosiklet/bajaj-pulsar-ns-150.html
CF MOTO 250 NK,,Touring,249 cc,-,28.0,https://www.epey.com/motosiklet/cf-moto-250-nk.html
Lifan KP150,,Touring,158 cc,12.4 ,28.0,https://www.epey.com/motosiklet/lifan-kp150.html
Hero Hunk 150 CC 15.6 HP,,Commuter,150 cc,15.6 ,28.0,https://www.epey.com/motosiklet/hero-hunk-150-cc-15-6-hp.html
Bajaj Pulsar NS 160,,-,160.3 cc,15.5 ,27.0,https://www.epey.com/motosiklet/bajaj-pulsar-ns-160.html
Mondial Buccaneer 250i,,-,250 cc,-,27.0,https://www.epey.com/motosiklet/mondial-buccaneer-250i.html
Hero T-SPORTS,,Naked,149.2 cc,15.8 ,27.0,https://www.epey.com/motosiklet/hero-t-sports.html
Asya Rx 250 Cross,,Cross,249 cc,18.0 ,27.0,https://www.epey.com/motosiklet/asya-rx-250-cross.html
Yamaha MT-125,,Naked,124.7 cc,15.0 ,27.0,https://www.epey.com/motosiklet/yamaha-mt-125.html
Yamaha YZF-R125,,Racing,124.7 cc,15.0 ,27.0,https://www.epey.com/motosiklet/yamaha-yzf-r125.html
Bajaj Pulsar AS 150,,Naked,149.5 cc,16.8 ,27.0,https://www.epey.com/motosiklet/bajaj-pulsar-as-150.html
Mondial 150 MR Vulture,,Touring,162 cc,14.0 ,27.0,https://www.epey.com/motosiklet/mondial-150-mr-vulture.html
Bajaj Pulsar NS 200,,Naked,199.5 cc,24.4 ,35.0,https://www.epey.com/motosiklet/bajaj-pulsar-200-ns.html
Honda NSS300A Forza ABS,,Scooter,279 cc,25.8 ,35.0,https://www.epey.com/motosiklet/honda-nss300a-forza-abs.html
Kawasaki Ninja 250SL ABS,,Touring,249 cc,28.0 ,35.0,https://www.epey.com/motosiklet/kawasaki-ninja-250sl-abs.html
Daelim Daystar 250,,Chopper,247 cc,25.0 ,34.0,https://www.epey.com/motosiklet/daelim-daystar-250.html
Husqvarna TE125,,Enduro,124.8 cc,34.8 ,34.0,https://www.epey.com/motosiklet/husqvarna-te125.html
Bajaj Dominar D250,,Racing,248.77 cc,27.0 ,34.0,https://www.epey.com/motosiklet/bajaj-dominar-d250.html
Suzuki Inazuma GW250,,Naked,248 cc,24.0 ,34.0,https://www.epey.com/motosiklet/suzuki-inazuma-gw250.html
Suzuki Inazuma F,,Naked,248 cc,24.0 ,34.0,https://www.epey.com/motosiklet/suzuki-inazuma-f.html
Honda NSS300 Forza,,Scooter,279 cc,25.8 ,33.0,https://www.epey.com/motosiklet/honda-nss300-forza.html
KTM 250 DUKE ABS,,Naked,248.8 cc,31.0 ,33.0,https://www.epey.com/motosiklet/ktm-250-duke-abs.html
Aprilia SR MAX 300,,Scooter,278 cc,22.0 ,33.0,https://www.epey.com/motosiklet/aprilia-sr-max-300.html
Lifan LF250 - 4,,Chopper,233 cc,16.7 ,32.0,https://www.epey.com/motosiklet/lifan-lf250-4.html
Daelim S3 Advance 250,,Scooter,247 cc,25.0 ,32.0,https://www.epey.com/motosiklet/daelim-s3-advance-250.html
Honda CRF 250L,,Adventure,250 cc,23.0 ,32.0,https://www.epey.com/motosiklet/honda-crf-250l.html
RKS Titanium 220,,Commuter,199.7 cc,16.22 ,32.0,https://www.epey.com/motosiklet/rks-titanium-220.html
SYM Wolf SB 250 Ni,,Commuter,249.4 cc,24.6 ,32.0,https://www.epey.com/motosiklet/sym-wolf-sb-250-ni.html
Vespa GTS SUPER 300 I.E.,,Scooter,278 cc,22.0 ,31.0,https://www.epey.com/motosiklet/vespa-gts-super-300-i-e.html
SYM Joymax 250i,,Scooter,249 cc,23.0 ,31.0,https://www.epey.com/motosiklet/sym-joymax-250i.html
Benelli Zafferano,,Scooter,249.8 cc,20.7 ,31.0,https://www.epey.com/motosiklet/benelli-zafferano.html
Falcon Freedom 250,,-,223 cc,18 ,31.0,https://www.epey.com/motosiklet/falcon-freedom-250.html
Kymco XCITING 250Ri,,Scooter,249 cc,21.7 ,31.0,https://www.epey.com/motosiklet/kymco-xciting-250ri.html
RKS Winner 200,,Cross,199.7 cc,16.22 ,31.0,https://www.epey.com/motosiklet/rks-winner-200.html
SYM GTS Evo 250i,,Scooter,249 cc,23.0 ,31.0,https://www.epey.com/motosiklet/sym-gts-evo-250i.html
Regal Raptor Daytona 350,,Chopper,349 cc,24.0 ,31.0,https://www.epey.com/motosiklet/regal-raptor-daytona-350.html
Yamaha X-MAX 250 ABS,,Scooter,249 cc,20.1 ,31.0,https://www.epey.com/motosiklet/yamaha-x-max-250-abs.html
Piaggio XEVO 250,,Scooter,244 cc,22.0 ,31.0,https://www.epey.com/motosiklet/piaggio-xevo-250.html
Regal Raptor Spyder 350,,Chopper,349 cc,24.0 ,31.0,https://www.epey.com/motosiklet/regal-raptor-spyder-350.html
Kawasaki KLX250,,Enduro,249 cc,22.0 ,31.0,https://www.epey.com/motosiklet/kawasaki-klx250.html
Lifan LF250 - B,,Chopper,248.9 cc,18.0 ,31.0,https://www.epey.com/motosiklet/lifan-lf250-b.html
Kawasaki KX450F,,Cross,249 cc,22.0 ,31.0,https://www.epey.com/motosiklet/kawasaki-kx450f.html
Regal Raptor SPYDER 250,,Klasik,249 cc,18.0 ,25.0,https://www.epey.com/motosiklet/regal-raptor-spyder-250.html
Regal Raptor Daytona 250,,Chopper,249 cc,18.0 ,25.0,https://www.epey.com/motosiklet/regal-raptor-daytona-250.html
CF MOTO 150 NK,,Naked,149.4 cc,12 ,25.0,https://www.epey.com/motosiklet/cf-moto-150-nk.html
Mondial 150 SENTOR,,Touring,149 cc,11.6 ,25.0,https://www.epey.com/motosiklet/mondial-150-sentor.html
LİFAN 250 - B,,Chopper,248.9 cc,13.5 ,25.0,https://www.epey.com/motosiklet/lifan-250.html
Regal Raptor Klasik 250,,Klasik,250 cc,18.0 ,25.0,https://www.epey.com/motosiklet/regal-raptor-klasik-250.html
Kawasaki DTracker,,Cross,144 cc,12 ,25.0,https://www.epey.com/motosiklet/kawasaki-dtracker.html
Lifan Discovery 150,,Touring,149.4 cc,11.3 ,25.0,https://www.epey.com/motosiklet/lifan-discovery-150.html
Yuki FORZA 170,,Touring,169 cc,15.14 ,25.0,https://www.epey.com/motosiklet/yuki-forza-170.html
Mondial 150 Masti,,Touring,149 cc,12.0 ,25.0,https://www.epey.com/motosiklet/mondial-150-masti.html
Kanuni SEYHAN 150C,,Commuter,149.4 cc,11.9 ,25.0,https://www.epey.com/motosiklet/kanuni-seyhan-150c.html
Bajaj Discover 125 ST,,Commuter,124.6 cc,13.0 ,25.0,https://www.epey.com/motosiklet/bajaj-discover-125-st.html
SYM HD2 200i,,Scooter,171.2 cc,15.2 ,25.0,https://www.epey.com/motosiklet/sym-hd2-200i.html
Asya Armada 250,,Scooter,250 cc,14.0 ,24.0,https://www.epey.com/motosiklet/asya-armada-250.html
Kanuni PUMA 150,,Commuter,147 cc,11.5 ,24.0,https://www.epey.com/motosiklet/kanuni-puma-150.html
Falcon Desert 277,,Cross,199 cc,14 ,24.0,https://www.epey.com/motosiklet/falcon-desert-277.html
Lifan EAGLE 125,,Scooter,124.65 cc,8.0 ,24.0,https://www.epey.com/motosiklet/lifan-eagle-125.html
KTM 300 EXC,,Enduro,293.2 cc,-,24.0,https://www.epey.com/motosiklet/ktm-300-exc.html
KTM 300 EXC SIX DAYS,,Enduro,293.2 cc,-,24.0,https://www.epey.com/motosiklet/ktm-300-exc-six-days.html
Mondial 150 MG Superboy-x,,Touring,149 cc,12.0 ,24.0,https://www.epey.com/motosiklet/mondial-150-mg-superboy-x.html
Yuki YK 150-G Üstad,,Touring,149 cc,12.0 ,24.0,https://www.epey.com/motosiklet/yuki-yk-150-g-ustad.html
Yamaha NMAX 155 ABS,,Scooter,155 cc,15.1 ,24.0,https://www.epey.com/motosiklet/yamaha-nmax-155-abs.html
Yamaha Tricity 155 ABS,,Scooter,155 cc,15.1 ,24.0,https://www.epey.com/motosiklet/yamaha-tricity-155-abs.html
Honda PS 150,,Scooter,153 cc,15.8 ,24.0,https://www.epey.com/motosiklet/honda-ps-150.html
Haojue HJ150-9,,Commuter,150 cc,11.0 ,24.0,https://www.epey.com/motosiklet/haojue-hj150-9.html
Derbi STX 150,,Naked,149 cc,12.0 ,24.0,https://www.epey.com/motosiklet/derbi-stx-150.html
Mondial 150 KT,,Touring,149 cc,11.5 ,24.0,https://www.epey.com/motosiklet/mondial-150-kt.html
Benelli TNT 125,,Commuter,124.7 cc,11.2 ,24.0,https://www.epey.com/motosiklet/benelli-tnt-125.html
Bajaj Avenger 150 Street,,Chopper,150 cc,14.54 ,24.0,https://www.epey.com/motosiklet/bajaj-avenger-150-street.html
Yuki TN150-3A Driver,,Touring,162 cc,13.94 ,24.0,https://www.epey.com/motosiklet/yuki-tn150-3a-driver.html
CF MOTO 400 NK,,Naked,400 cc,41 ,52.0,https://www.epey.com/motosiklet/cf-moto-400-nk.html
Kawasaki VERSYS-X 300,,Enduro,296 cc,40 ,48.0,https://www.epey.com/motosiklet/kawasaki-versys-x-300.html
Harley Davidson 1200 Custom,,Chopper,1202 cc,-,47.0,https://www.epey.com/motosiklet/harley-davidson-1200-custom.html
Harley Davidson SuperLow 1200T,,Chopper,1202 cc,-,47.0,https://www.epey.com/motosiklet/harley-davidson-superlow-1200t.html
Honda CBR650R,,Sport,649 cc,-,47.0,https://www.epey.com/motosiklet/honda-cbr650r.html
Honda NC 750X,,Touring,745 cc,-,46.0,https://www.epey.com/motosiklet/honda-nc-750x-2.html
Kawasaki Z300,,Naked,296 cc,39 ,46.0,https://www.epey.com/motosiklet/kawasaki-z300.html
Kawasaki Ninja 300 KRT,,Naked,296 cc,39 ,46.0,https://www.epey.com/motosiklet/kawasaki-ninja-300-krt-2.html
Bajaj Dominar 400,,Naked,373.3 cc,35 ,46.0,https://www.epey.com/motosiklet/bajaj-dominar-400.html
Honda NC 750X DCT,,Touring,745 cc,-,46.0,https://www.epey.com/motosiklet/honda-nc-750x-dct.html
Suzuki GSX-S1000A,,Sport,999 cc,-,45.0,https://www.epey.com/motosiklet/suzuki-gsx-s1000a.html
Suzuki GSX-S1000FA,,Sport,999 cc,-,45.0,https://www.epey.com/motosiklet/suzuki-gsx-s1000fa.html
Kawasaki Ninja300 ABS,,Touring,296 cc,39.0 ,45.0,https://www.epey.com/motosiklet/kawasaki-ninja300-abs.html
Harley Davidson Forty - Eight,,Chopper,1202 cc,-,45.0,https://www.epey.com/motosiklet/harley-davidson-forty-eight.html
Kawasaki Z300 ABS,,Naked,296 cc,39 ,45.0,https://www.epey.com/motosiklet/kawasaki-z300-abs.html
CF MOTO 650 NK,,Naked,649 cc,-,44.0,https://www.epey.com/motosiklet/cf-moto-650-nk.html
Kawasaki Ninja300,,Touring,296 cc,39.0 ,44.0,https://www.epey.com/motosiklet/kawasaki-ninja300.html
Harley Davidson SuperLow,,Chopper,883 cc,-,43.0,https://www.epey.com/motosiklet/harley-davidson-superlow.html
KTM 390 DUKE,,Naked,373.2 cc,43 ,43.0,https://www.epey.com/motosiklet/ktm-390-duke-abs.html
Yamaha MT-25,,Naked,249 cc,36 ,43.0,https://www.epey.com/motosiklet/yamaha-mt-25.html
Suzuki GSX-R750,,Racing,750 cc,-,43.0,https://www.epey.com/motosiklet/suzuki-gsx-r750.html
Kymco XCITING 400i,,Scooter,399.6 cc,35.5 ,43.0,https://www.epey.com/motosiklet/kymco-xciting-400i.html
KTM RC 390 ABS,,Sport,373.2 cc,44.0 ,43.0,https://www.epey.com/motosiklet/ktm-rc-390-abs.html
Suzuki Burgman 400Z ABS Limited,,Scooter,400 cc,32.6 ,42.0,https://www.epey.com/motosiklet/suzuki-burgman-400z-abs-limited.html
Yamaha X-MAX 400 ABS,,Scooter,395 cc,31.0 ,42.0,https://www.epey.com/motosiklet/yamaha-x-max-400-abs.html
Yamaha YZF-R25,,Racing,250 cc,36.0 ,42.0,https://www.epey.com/motosiklet/yamaha-yzf-r25.html
SYM MAXSYM 400i,,Scooter,399 cc,32.8 ,41.0,https://www.epey.com/motosiklet/maxsym-400i.html
Benelli TNT 250,,Naked,249.6 cc,31.5 ,41.0,https://www.epey.com/motosiklet/benelli-tnt-250.html
Piaggio Beverly Sport Touring 350,,Scooter,330 cc,33.3 ,41.0,https://www.epey.com/motosiklet/piaggio-beverly-sport-touring-350.html
KTM 350 EXC-F,,Enduro,349.7 cc,45.0 ,41.0,https://www.epey.com/motosiklet/ktm-350-exc-f.html
SYM Cruisym 250i,,Scooter,249 cc,21.7 ,27.0,https://www.epey.com/motosiklet/sym-cruisym-250i.html
Aprilia SCARABEO 200 i.e.,,Scooter,181 cc,19.0 ,27.0,https://www.epey.com/motosiklet/aprilia-scarabeo-200-i-e.html
Piaggio X10 350,,Scooter,-,33.3 ,27.0,https://www.epey.com/motosiklet/piaggio-x10-350.html
Hero THRILLER,,Naked,149.2 cc,"14,5",26.0,https://www.epey.com/motosiklet/hero-thriller.html
Kanuni S170T,,Commuter,170 cc,12.5 ,26.0,https://www.epey.com/motosiklet/kanuni-s170t.html
Yuki Scram 170,,Touring,169 cc,12.46 ,26.0,https://www.epey.com/motosiklet/yuki-scram-170.html
Kanuni GV 170,,Commuter,170 cc,12.2 ,26.0,https://www.epey.com/motosiklet/kanuni-gv-170.html
Honda CBR 125R,,Racing,124.7 cc,13.3 ,26.0,https://www.epey.com/motosiklet/honda-cbr-125r.html
Mondial 150 Z-ONE,,Touring,149 cc,10.4 ,26.0,https://www.epey.com/motosiklet/mondial-150-z-one.html
Bajaj Discover 150 F,,Commuter,144.8 cc,14.5 ,26.0,https://www.epey.com/motosiklet/bajaj-discover-150-f.html
Kuba CR1,,Touring,150.06 cc,11.4 ,26.0,https://www.epey.com/motosiklet/kuba-cr1.html
Yamaha WR125X,,Adventure,124.7 cc,15.0 ,26.0,https://www.epey.com/motosiklet/yamaha-wr125x.html
Yamaha MT-125 (2020),,Naked,124 cc,15.0 ,26.0,https://www.epey.com/motosiklet/yamaha-mt-125-2020.html
Yuki YK 150-9 Goldfox-S,,Touring,162.4 cc,14.0 ,26.0,https://www.epey.com/motosiklet/yuki-yk-150-9-goldfox-s.html
Yuki YK 150-9 Goldfox,,Touring,162.4 cc,14.0 ,26.0,https://www.epey.com/motosiklet/yuki-yk-150-9-goldfox.html
Mondial X-Treme Max 250,,Enduro,250 cc,-,26.0,https://www.epey.com/motosiklet/mondial-x-treme-max-250.html
Mondial 150 MCX Roadracer,,Touring,162 cc,13.4 ,26.0,https://www.epey.com/motosiklet/mondial-150-mcx-roadracer.html
Lifan SHALTER,,Cross,196.9 cc,14.0 ,26.0,https://www.epey.com/motosiklet/lifan-shalter.html
Yamaha XMAX 250,,Scooter,249 cc,-,26.0,https://www.epey.com/motosiklet/yamaha-xmax-250.html
Benelli BN 125,,Touring,124.7 cc,10.99 ,26.0,https://www.epey.com/motosiklet/benelli-bn-125.html
Honda Forza 250,,Scooter,249 cc,-,26.0,https://www.epey.com/motosiklet/honda-forza-250.html
Bajaj V15,,Commuter,150 cc,12.09 ,26.0,https://www.epey.com/motosiklet/bajaj-v15.html
Asya V-Raptor,,-,223 cc,15.0 ,25.0,https://www.epey.com/motosiklet/asya-v-raptor.html
Mondial 175 Masti x,,Touring,162 cc,12.7 ,25.0,https://www.epey.com/motosiklet/mondial-175-masti-x.html
Falcon Comfort 150,,Commuter,149.4 cc,11.9 ,25.0,https://www.epey.com/motosiklet/falcon-comfort-150.html
Honda CBF 150,,Commuter,149 cc,11.6 ,25.0,https://www.epey.com/motosiklet/honda-cbf-150.html
Mondial 125 MH Drift,,Touring,135 cc,12.7 ,25.0,https://www.epey.com/motosiklet/mondial-125-mh-drift.html
Bajaj Discover 150 S,,Naked,144.08 cc,14.5 ,25.0,https://www.epey.com/motosiklet/bajaj-discover-150-s.html
Mondial 125 MC Roadracer,,Touring,135 cc,12.7 ,25.0,https://www.epey.com/motosiklet/mondial-125-mc-roadracer.html
